user_id,registration_date,device_type,country,age_group
2525,2023-04-24,mobile,Belarus,18-25
2526,2023-05-17,desktop,Ukraine,36-45
2527,2023-02-02,mobile,Kazakhstan,46-55
2528,2023-09-30,mobile,Ukraine,46-55
2529,2024-07-17,desktop,Kazakhstan,36-45
2530,2024-02-14,tablet,Ukraine,26-35
2531,2023-04-23,mobile,Russia,26-35
2532,2023-06-09,desktop,Russia,26-35
2533,2023-02-23,tablet,Belarus,46-55
2534,2023-01-09,desktop,Ukraine,36-45
2535,2023-10-16,desktop,Russia,46-55
2536,2023-09-11,tablet,Kazakhstan,55+
2537,2023-07-11,mobile,Belarus,18-25
2538,2023-09-27,tablet,Kazakhstan,46-55
2539,2023-07-23,desktop,Russia,55+
2540,2023-07-05,mobile,Kazakhstan,26-35
2541,2023-05-04,mobile,Ukraine,18-25
2542,2023-10-08,mobile,Kazakhstan,46-55
2543,2023-01-19,tablet,Kazakhstan,18-25
2544,2023-02-22,desktop,Ukraine,55+
2545,2023-11-10,tablet,Kazakhstan,26-35
2546,2023-12-11,desktop,Ukraine,18-25
2547,2024-06-06,desktop,Russia,36-45
2548,2023-04-23,desktop,Belarus,36-45
2549,2023-12-26,tablet,Ukraine,26-35
2550,2023-11-24,mobile,Kazakhstan,18-25
2551,2023-01-01,mobile,Belarus,26-35
2552,2023-10-20,desktop,Belarus,55+
2553,2023-04-14,desktop,Kazakhstan,36-45
2554,2024-05-18,desktop,Belarus,36-45
2555,2023-04-25,mobile,Russia,55+
2556,2023-05-14,desktop,Belarus,36-45
2557,2024-06-25,tablet,Belarus,26-35
2558,2023-10-10,mobile,Ukraine,18-25
2559,2023-04-19,mobile,Russia,18-25
2560,2023-07-15,mobile,Ukraine,18-25
2561,2023-03-18,tablet,Belarus,36-45
2562,2024-04-30,mobile,Kazakhstan,18-25
2563,2023-05-11,mobile,Ukraine,55+
2564,2023-09-16,tablet,Belarus,36-45
2565,2024-04-04,tablet,Russia,46-55
2566,2023-03-11,desktop,Ukraine,55+
2567,2024-05-30,mobile,Kazakhstan,55+
2568,2023-10-08,tablet,Kazakhstan,36-45
2569,2023-02-16,tablet,Russia,26-35
2570,2024-02-12,desktop,Russia,26-35
2571,2024-03-24,tablet,Ukraine,55+
2572,2024-02-04,desktop,Belarus,26-35
2573,2023-07-08,mobile,Kazakhstan,55+
2574,2023-08-12,tablet,Russia,55+
2575,2024-04-11,tablet,Belarus,36-45
2576,2023-08-14,desktop,Belarus,55+
2577,2023-05-02,mobile,Kazakhstan,18-25
2578,2024-06-30,mobile,Belarus,18-25
2579,2023-06-01,desktop,Kazakhstan,36-45
2580,2023-02-22,tablet,Kazakhstan,26-35
2581,2024-07-01,mobile,Russia,36-45
2582,2024-01-13,desktop,Russia,55+
2583,2023-09-28,tablet,Kazakhstan,46-55
2584,2023-10-29,desktop,Russia,18-25
2585,2023-12-31,mobile,Belarus,26-35
2586,2023-09-20,mobile,Russia,46-55
2587,2023-09-21,tablet,Kazakhstan,46-55
2588,2023-08-14,desktop,Belarus,26-35
2589,2024-02-09,mobile,Ukraine,26-35
2590,2024-03-20,desktop,Kazakhstan,46-55
2591,2023-04-06,desktop,Kazakhstan,46-55
2592,2023-07-09,mobile,Kazakhstan,55+
2593,2024-05-17,tablet,Kazakhstan,36-45
2594,2023-01-22,desktop,Kazakhstan,26-35
2595,2024-02-08,tablet,Kazakhstan,18-25
2596,2023-05-27,mobile,Ukraine,26-35
2597,2024-04-10,tablet,Ukraine,18-25
2598,2024-06-23,mobile,Russia,55+
2599,2023-04-13,desktop,Ukraine,18-25
2600,2023-04-23,mobile,Russia,26-35
2601,2023-09-12,mobile,Belarus,26-35
2602,2023-01-14,mobile,Russia,55+
2603,2023-12-13,tablet,Russia,26-35
2604,2023-05-23,desktop,Ukraine,26-35
2605,2023-11-11,desktop,Ukraine,26-35
2606,2023-09-07,mobile,Belarus,55+
2607,2023-05-07,mobile,Russia,18-25
2608,2024-07-11,desktop,Russia,55+
2609,2024-03-01,mobile,Russia,26-35
2610,2023-01-25,mobile,Ukraine,46-55
2611,2023-05-31,desktop,Belarus,26-35
2612,2024-01-29,tablet,Russia,46-55
2613,2023-06-23,mobile,Kazakhstan,18-25
2614,2023-10-16,desktop,Russia,55+
2615,2023-12-08,mobile,Belarus,18-25
2616,2023-02-14,tablet,Kazakhstan,26-35
2617,2024-03-14,tablet,Belarus,55+
2618,2023-07-05,tablet,Ukraine,26-35
2619,2023-11-05,tablet,Belarus,36-45
2620,2023-04-17,desktop,Ukraine,36-45
2621,2023-09-29,tablet,Russia,18-25
2622,2023-06-02,tablet,Kazakhstan,36-45
2623,2023-06-01,desktop,Ukraine,46-55
2624,2023-03-10,mobile,Ukraine,36-45
2625,2023-05-29,mobile,Belarus,26-35
2626,2023-07-06,desktop,Belarus,36-45
2627,2024-05-21,desktop,Ukraine,46-55
2628,2023-12-08,mobile,Kazakhstan,46-55
2629,2024-03-04,tablet,Ukraine,55+
2630,2024-06-30,desktop,Kazakhstan,46-55
2631,2023-03-27,tablet,Ukraine,55+
2632,2023-08-13,tablet,Russia,26-35
2633,2024-01-06,mobile,Kazakhstan,18-25
2634,2024-01-07,tablet,Ukraine,26-35
2635,2023-04-23,mobile,Belarus,36-45
2636,2023-05-23,desktop,Ukraine,26-35
2637,2024-07-18,desktop,Kazakhstan,26-35
2638,2023-08-18,mobile,Kazakhstan,18-25
2639,2023-05-27,desktop,Russia,46-55
2640,2024-01-16,mobile,Russia,55+
2641,2023-03-17,desktop,Kazakhstan,18-25
2642,2023-05-31,desktop,Kazakhstan,18-25
2643,2023-09-08,mobile,Russia,55+
2644,2024-03-02,mobile,Kazakhstan,46-55
2645,2023-05-24,tablet,Belarus,46-55
2646,2024-02-26,tablet,Belarus,46-55
2647,2023-01-14,desktop,Russia,26-35
2648,2023-03-03,tablet,Russia,55+
2649,2023-06-27,tablet,Kazakhstan,18-25
2650,2024-02-10,desktop,Ukraine,55+
2651,2023-09-22,tablet,Belarus,26-35
2652,2024-03-09,mobile,Belarus,18-25
2653,2024-06-18,desktop,Kazakhstan,26-35
2654,2024-02-15,tablet,Russia,26-35
2655,2024-02-06,mobile,Russia,46-55
2656,2024-05-03,desktop,Ukraine,46-55
2657,2023-06-18,mobile,Belarus,46-55
2658,2023-07-19,desktop,Russia,18-25
2659,2023-03-21,desktop,Belarus,18-25
2660,2023-09-03,desktop,Kazakhstan,55+
2661,2023-04-20,mobile,Kazakhstan,55+
2662,2023-01-12,desktop,Kazakhstan,55+
2663,2023-07-26,tablet,Russia,26-35
2664,2023-10-03,mobile,Russia,55+
2665,2024-05-10,mobile,Russia,36-45
2666,2023-04-06,desktop,Russia,36-45
2667,2023-10-17,desktop,Kazakhstan,36-45
2668,2024-02-05,tablet,Belarus,26-35
2669,2023-04-10,desktop,Ukraine,55+
2670,2023-04-14,tablet,Kazakhstan,18-25
2671,2024-01-27,desktop,Russia,36-45
2672,2023-06-15,mobile,Ukraine,18-25
2673,2023-04-06,tablet,Kazakhstan,26-35
2674,2023-05-25,tablet,Kazakhstan,55+
2675,2024-06-12,tablet,Belarus,46-55
2676,2023-05-15,desktop,Belarus,36-45
2677,2024-03-17,mobile,Ukraine,26-35
2678,2023-08-02,tablet,Russia,26-35
2679,2024-05-24,mobile,Russia,26-35
2680,2023-11-13,tablet,Russia,46-55
2681,2023-04-07,desktop,Belarus,26-35
2682,2023-10-30,mobile,Russia,36-45
2683,2024-01-08,desktop,Russia,18-25
2684,2023-07-03,tablet,Ukraine,36-45
2685,2024-04-29,desktop,Ukraine,26-35
2686,2023-05-07,tablet,Ukraine,18-25
2687,2024-01-08,desktop,Ukraine,46-55
2688,2023-05-13,desktop,Belarus,55+
2689,2023-11-18,desktop,Russia,46-55
2690,2024-06-02,desktop,Belarus,18-25
2691,2023-02-28,tablet,Kazakhstan,55+
2692,2023-01-09,mobile,Russia,36-45
2693,2024-01-20,mobile,Ukraine,18-25
2694,2023-08-17,desktop,Ukraine,18-25
2695,2023-12-24,desktop,Ukraine,55+
2696,2024-04-21,mobile,Russia,26-35
2697,2023-04-21,desktop,Ukraine,26-35
2698,2024-02-16,desktop,Russia,36-45
2699,2023-12-17,tablet,Ukraine,26-35
2700,2024-05-02,mobile,Belarus,46-55
2701,2023-02-09,tablet,Kazakhstan,46-55
2702,2023-05-30,tablet,Kazakhstan,36-45
2703,2023-02-02,tablet,Ukraine,18-25
2704,2024-01-06,desktop,Ukraine,26-35
2705,2023-02-25,mobile,Russia,46-55
2706,2023-10-04,desktop,Kazakhstan,18-25
2707,2023-05-26,mobile,Belarus,46-55
2708,2023-03-25,desktop,Ukraine,46-55
2709,2024-06-21,mobile,Belarus,26-35
2710,2023-02-25,mobile,Ukraine,36-45
2711,2023-11-01,mobile,Kazakhstan,36-45
2712,2024-03-05,desktop,Ukraine,55+
2713,2023-06-14,tablet,Ukraine,36-45
2714,2024-02-03,mobile,Kazakhstan,18-25
2715,2023-05-29,desktop,Belarus,18-25
2716,2023-06-04,desktop,Kazakhstan,46-55
2717,2023-11-21,mobile,Ukraine,36-45
2718,2024-06-17,tablet,Russia,46-55
2719,2023-05-09,tablet,Ukraine,55+
2720,2023-04-10,mobile,Kazakhstan,26-35
2721,2024-03-06,tablet,Kazakhstan,55+
2722,2024-01-22,mobile,Belarus,26-35
2723,2023-07-15,tablet,Russia,36-45
2724,2024-01-08,mobile,Belarus,36-45
2725,2024-05-29,mobile,Ukraine,46-55
2726,2024-02-28,desktop,Belarus,36-45
2727,2024-07-09,desktop,Belarus,18-25
2728,2023-06-30,desktop,Ukraine,36-45
2729,2023-07-01,tablet,Kazakhstan,55+
2730,2024-03-22,desktop,Belarus,46-55
2731,2023-10-18,tablet,Russia,18-25
2732,2023-04-17,mobile,Russia,55+
2733,2024-02-26,mobile,Ukraine,55+
2734,2024-07-11,mobile,Ukraine,55+
2735,2023-02-03,tablet,Belarus,46-55
2736,2023-08-05,mobile,Ukraine,55+
2737,2024-01-26,mobile,Kazakhstan,46-55
2738,2023-05-08,desktop,Ukraine,46-55
2739,2024-02-10,mobile,Belarus,26-35
2740,2024-06-03,desktop,Belarus,36-45
2741,2023-11-11,desktop,Kazakhstan,18-25
2742,2024-02-29,mobile,Russia,18-25
2743,2023-06-07,desktop,Belarus,36-45
2744,2023-06-24,tablet,Ukraine,26-35
2745,2024-07-23,desktop,Kazakhstan,55+
2746,2024-02-07,mobile,Ukraine,26-35
2747,2024-02-04,tablet,Kazakhstan,46-55
2748,2023-11-22,tablet,Kazakhstan,46-55
2749,2023-08-25,mobile,Kazakhstan,55+
2750,2023-05-02,tablet,Ukraine,36-45
2751,2024-07-20,mobile,Belarus,26-35
2752,2023-04-06,mobile,Russia,46-55
2753,2023-01-12,tablet,Kazakhstan,18-25
2754,2024-07-10,mobile,Ukraine,18-25
2755,2023-05-14,desktop,Belarus,26-35
2756,2023-09-03,tablet,Kazakhstan,36-45
2757,2023-07-18,tablet,Kazakhstan,46-55
2758,2023-09-24,tablet,Russia,36-45
2759,2023-03-26,mobile,Russia,55+
2760,2023-04-16,mobile,Ukraine,55+
2761,2023-05-06,mobile,Kazakhstan,36-45
2762,2023-09-26,mobile,Russia,18-25
2763,2024-05-21,desktop,Kazakhstan,46-55
2764,2023-04-14,desktop,Russia,46-55
2765,2023-03-17,desktop,Russia,26-35
2766,2024-03-05,desktop,Belarus,46-55
2767,2023-06-14,mobile,Belarus,18-25
2768,2023-07-02,tablet,Russia,18-25
2769,2023-12-18,desktop,Ukraine,55+
2770,2024-07-13,mobile,Kazakhstan,55+
2771,2023-09-18,mobile,Kazakhstan,55+
2772,2023-01-31,tablet,Russia,55+
2773,2024-06-08,mobile,Kazakhstan,36-45
2774,2023-04-28,mobile,Russia,36-45
2775,2023-05-22,mobile,Russia,26-35
2776,2023-10-02,desktop,Ukraine,26-35
2777,2023-04-05,desktop,Belarus,46-55
2778,2024-05-22,desktop,Ukraine,26-35
2779,2023-09-14,mobile,Kazakhstan,36-45
2780,2024-02-07,mobile,Belarus,26-35
2781,2023-07-30,tablet,Ukraine,46-55
2782,2024-04-01,desktop,Belarus,36-45
2783,2023-04-21,tablet,Ukraine,46-55
2784,2023-07-24,tablet,Belarus,36-45
2785,2023-03-07,desktop,Kazakhstan,18-25
2786,2024-06-07,desktop,Ukraine,36-45
2787,2024-06-27,desktop,Ukraine,18-25
2788,2023-04-28,mobile,Belarus,46-55
2789,2023-07-10,desktop,Kazakhstan,18-25
2790,2023-08-09,tablet,Belarus,36-45
2791,2023-05-29,desktop,Russia,18-25
2792,2023-11-23,tablet,Russia,36-45
2793,2023-08-07,desktop,Belarus,26-35
2794,2023-03-09,desktop,Belarus,55+
2795,2023-08-06,tablet,Kazakhstan,18-25
2796,2023-10-12,tablet,Russia,55+
2797,2024-03-07,tablet,Ukraine,36-45
2798,2023-11-24,mobile,Kazakhstan,18-25
2799,2024-05-20,desktop,Russia,36-45
2800,2024-03-07,mobile,Russia,46-55
2801,2023-06-25,tablet,Belarus,55+
2802,2024-01-28,mobile,Russia,36-45
2803,2023-01-19,tablet,Russia,46-55
2804,2023-10-19,mobile,Ukraine,18-25
2805,2024-06-30,tablet,Russia,36-45
2806,2023-01-17,mobile,Ukraine,18-25
2807,2024-03-01,tablet,Belarus,36-45
2808,2023-11-21,desktop,Ukraine,18-25
2809,2024-07-23,desktop,Ukraine,55+
2810,2023-02-18,desktop,Belarus,46-55
2811,2024-05-20,tablet,Russia,36-45
2812,2023-04-16,mobile,Kazakhstan,18-25
2813,2023-01-11,mobile,Russia,36-45
2814,2024-03-22,mobile,Kazakhstan,18-25
2815,2023-07-15,tablet,Belarus,55+
2816,2023-01-06,tablet,Russia,36-45
2817,2023-02-14,mobile,Russia,36-45
2818,2023-03-18,desktop,Belarus,55+
2819,2024-01-24,desktop,Kazakhstan,26-35
2820,2024-04-16,mobile,Kazakhstan,36-45
2821,2023-06-01,tablet,Ukraine,46-55
2822,2023-05-06,tablet,Kazakhstan,55+
2823,2024-05-04,tablet,Ukraine,36-45
2824,2023-11-26,tablet,Ukraine,26-35
2825,2023-04-05,desktop,Belarus,18-25
2826,2023-12-28,tablet,Kazakhstan,26-35
2827,2023-03-21,mobile,Ukraine,18-25
2828,2023-08-06,mobile,Kazakhstan,46-55
2829,2024-01-30,mobile,Ukraine,18-25
2830,2023-12-15,mobile,Belarus,36-45
2831,2024-04-09,tablet,Kazakhstan,55+
2832,2023-04-19,mobile,Kazakhstan,36-45
2833,2024-01-30,desktop,Kazakhstan,46-55
2834,2023-07-12,mobile,Belarus,46-55
2835,2023-06-18,tablet,Belarus,55+
2836,2023-04-15,mobile,Ukraine,18-25
2837,2023-04-23,mobile,Russia,46-55
2838,2023-07-11,desktop,Russia,46-55
2839,2024-06-27,desktop,Belarus,36-45
2840,2023-05-02,tablet,Russia,36-45
2841,2024-03-17,mobile,Kazakhstan,46-55
2842,2024-05-29,desktop,Belarus,18-25
2843,2024-03-27,desktop,Belarus,18-25
2844,2023-02-20,tablet,Ukraine,46-55
2845,2023-07-18,desktop,Kazakhstan,46-55
2846,2023-06-30,tablet,Belarus,55+
2847,2024-05-20,tablet,Ukraine,18-25
2848,2023-02-21,tablet,Kazakhstan,18-25
2849,2023-08-13,mobile,Russia,18-25
2850,2023-09-30,mobile,Russia,55+
2851,2023-04-14,desktop,Kazakhstan,55+
2852,2024-02-19,desktop,Ukraine,18-25
2853,2023-08-14,tablet,Belarus,46-55
2854,2023-07-30,mobile,Kazakhstan,36-45
2855,2023-10-22,tablet,Belarus,18-25
2856,2023-04-07,mobile,Ukraine,36-45
2857,2023-09-02,mobile,Belarus,18-25
2858,2023-06-20,mobile,Belarus,46-55
2859,2023-05-26,mobile,Ukraine,46-55
2860,2023-12-09,mobile,Kazakhstan,36-45
2861,2023-03-20,mobile,Russia,55+
2862,2023-12-27,desktop,Russia,46-55
2863,2023-09-11,desktop,Russia,18-25
2864,2023-01-18,tablet,Belarus,26-35
2865,2024-06-21,tablet,Kazakhstan,26-35
2866,2023-04-07,mobile,Belarus,36-45
2867,2024-04-08,desktop,Belarus,55+
2868,2023-09-21,tablet,Ukraine,36-45
2869,2024-01-09,desktop,Russia,36-45
2870,2023-11-05,tablet,Belarus,55+
2871,2024-05-10,mobile,Belarus,55+
2872,2023-01-22,mobile,Ukraine,26-35
2873,2023-05-26,desktop,Ukraine,18-25
2874,2023-09-08,tablet,Ukraine,36-45
2875,2023-07-31,tablet,Russia,26-35
2876,2024-01-22,tablet,Russia,36-45
2877,2024-07-11,desktop,Kazakhstan,36-45
2878,2023-12-24,desktop,Ukraine,55+
2879,2024-03-03,desktop,Belarus,26-35
2880,2023-02-12,tablet,Belarus,55+
2881,2023-05-06,desktop,Ukraine,55+
2882,2023-12-22,desktop,Russia,18-25
2883,2024-05-25,tablet,Kazakhstan,46-55
2884,2023-06-03,tablet,Belarus,55+
2885,2024-07-25,tablet,Kazakhstan,36-45
2886,2024-05-13,desktop,Russia,36-45
2887,2023-01-16,desktop,Russia,26-35
2888,2023-10-17,tablet,Russia,18-25
2889,2024-05-15,desktop,Russia,46-55
2890,2023-12-27,tablet,Russia,18-25
2891,2023-09-15,mobile,Belarus,36-45
2892,2024-05-29,tablet,Kazakhstan,18-25
2893,2023-10-05,mobile,Kazakhstan,46-55
2894,2023-03-24,desktop,Kazakhstan,18-25
2895,2024-04-29,desktop,Kazakhstan,46-55
2896,2024-03-08,desktop,Russia,36-45
2897,2023-11-06,tablet,Belarus,26-35
2898,2024-03-22,tablet,Belarus,55+
2899,2023-05-23,tablet,Kazakhstan,36-45
2900,2023-05-19,desktop,Kazakhstan,36-45
2901,2023-11-09,mobile,Belarus,55+
2902,2024-04-17,tablet,Kazakhstan,46-55
2903,2024-03-23,mobile,Kazakhstan,55+
2904,2024-03-28,tablet,Belarus,55+
2905,2024-01-02,desktop,Belarus,46-55
2906,2024-04-22,desktop,Ukraine,46-55
2907,2023-01-29,tablet,Russia,46-55
2908,2023-04-01,mobile,Belarus,26-35
2909,2024-06-08,desktop,Kazakhstan,55+
2910,2024-07-10,tablet,Belarus,18-25
2911,2024-02-07,mobile,Ukraine,18-25
2912,2024-04-18,tablet,Ukraine,18-25
2913,2023-03-28,mobile,Belarus,18-25
2914,2023-12-08,tablet,Russia,36-45
2915,2024-05-08,tablet,Belarus,18-25
2916,2023-05-05,tablet,Russia,26-35
2917,2024-06-12,mobile,Ukraine,26-35
2918,2023-08-17,tablet,Kazakhstan,36-45
2919,2023-11-15,tablet,Russia,46-55
2920,2023-07-25,mobile,Russia,18-25
2921,2023-06-06,tablet,Russia,55+
2922,2023-04-10,mobile,Kazakhstan,18-25
2923,2024-04-30,mobile,Ukraine,46-55
2924,2023-02-26,mobile,Belarus,46-55
2925,2024-05-10,mobile,Kazakhstan,55+
2926,2023-09-24,tablet,Ukraine,55+
2927,2023-05-07,desktop,Kazakhstan,18-25
2928,2023-07-09,mobile,Kazakhstan,26-35
2929,2024-06-07,tablet,Kazakhstan,46-55
2930,2024-05-06,desktop,Belarus,18-25
2931,2024-05-19,desktop,Belarus,46-55
2932,2024-01-31,tablet,Russia,46-55
2933,2024-03-02,desktop,Kazakhstan,18-25
2934,2023-10-18,desktop,Russia,55+
2935,2024-02-03,mobile,Belarus,18-25
2936,2024-03-31,mobile,Belarus,26-35
2937,2024-04-24,tablet,Ukraine,36-45
2938,2023-01-10,mobile,Belarus,55+
2939,2024-05-30,mobile,Belarus,55+
2940,2024-02-04,tablet,Russia,26-35
2941,2023-06-05,desktop,Belarus,46-55
2942,2023-05-24,desktop,Belarus,46-55
2943,2023-03-11,tablet,Ukraine,46-55
2944,2024-04-28,tablet,Kazakhstan,55+
2945,2024-06-03,tablet,Belarus,26-35
2946,2023-11-28,tablet,Belarus,55+
2947,2024-02-18,mobile,Russia,18-25
2948,2023-06-12,mobile,Russia,18-25
2949,2024-05-26,tablet,Ukraine,36-45
2950,2023-08-26,tablet,Kazakhstan,18-25
2951,2023-06-28,tablet,Ukraine,46-55
2952,2023-03-07,mobile,Belarus,18-25
2953,2023-02-08,tablet,Russia,46-55
2954,2024-01-19,tablet,Russia,26-35
2955,2023-11-25,mobile,Ukraine,46-55
2956,2023-05-17,tablet,Kazakhstan,26-35
2957,2023-09-16,desktop,Ukraine,36-45
2958,2023-08-19,mobile,Kazakhstan,46-55
2959,2024-06-25,mobile,Russia,55+
2960,2023-01-25,tablet,Russia,26-35
2961,2023-02-04,mobile,Russia,36-45
2962,2024-02-22,tablet,Russia,36-45
2963,2023-07-09,tablet,Ukraine,26-35
2964,2023-08-01,tablet,Ukraine,55+
2965,2023-12-27,desktop,Kazakhstan,18-25
2966,2024-03-25,desktop,Ukraine,18-25
2967,2023-03-22,mobile,Belarus,18-25
2968,2023-05-01,desktop,Kazakhstan,18-25
2969,2024-07-07,desktop,Russia,26-35
2970,2023-10-24,desktop,Ukraine,36-45
2971,2023-03-11,mobile,Belarus,18-25
2972,2024-07-01,tablet,Kazakhstan,55+
2973,2024-05-27,desktop,Ukraine,55+
2974,2023-02-28,tablet,Russia,55+
2975,2024-04-27,desktop,Russia,18-25
2976,2023-12-13,desktop,Belarus,26-35
2977,2023-12-09,mobile,Kazakhstan,26-35
2978,2024-07-14,tablet,Belarus,18-25
2979,2023-08-30,desktop,Russia,55+
2980,2023-02-06,desktop,Russia,46-55
2981,2023-03-24,tablet,Ukraine,26-35
2982,2023-10-05,tablet,Russia,18-25
2983,2023-02-06,desktop,Kazakhstan,36-45
2984,2024-03-17,desktop,Belarus,26-35
2985,2023-01-22,mobile,Russia,26-35
2986,2024-07-01,tablet,Ukraine,18-25
2987,2024-07-19,desktop,Russia,46-55
2988,2024-01-22,tablet,Kazakhstan,46-55
2989,2024-03-13,tablet,Kazakhstan,18-25
2990,2024-03-24,mobile,Belarus,36-45
2991,2023-07-18,desktop,Ukraine,18-25
2992,2023-09-01,mobile,Russia,55+
2993,2023-01-11,mobile,Ukraine,55+
2994,2023-02-16,mobile,Kazakhstan,18-25
2995,2023-03-20,mobile,Kazakhstan,46-55
2996,2023-07-04,desktop,Russia,36-45
2997,2023-12-25,tablet,Kazakhstan,36-45
2998,2023-05-13,tablet,Ukraine,46-55
2999,2023-05-06,tablet,Russia,18-25
3000,2023-09-14,tablet,Kazakhstan,46-55
3001,2024-01-01,mobile,Ukraine,36-45
3002,2024-01-11,tablet,Belarus,26-35
3003,2024-06-23,desktop,Belarus,55+
3004,2024-05-30,mobile,Russia,36-45
3005,2024-02-25,tablet,Ukraine,36-45
3006,2023-03-22,mobile,Kazakhstan,55+
3007,2023-08-25,desktop,Kazakhstan,18-25
3008,2024-01-17,tablet,Kazakhstan,18-25
3009,2023-08-29,tablet,Ukraine,46-55
3010,2023-04-27,mobile,Ukraine,18-25
3011,2023-10-04,desktop,Ukraine,36-45
3012,2023-03-28,mobile,Belarus,55+
3013,2024-01-29,desktop,Russia,46-55
3014,2024-01-29,desktop,Russia,26-35
3015,2023-07-30,desktop,Kazakhstan,46-55
3016,2024-06-29,mobile,Belarus,18-25
3017,2024-07-08,desktop,Russia,55+
3018,2023-12-11,desktop,Kazakhstan,18-25
3019,2023-12-16,tablet,Ukraine,46-55
3020,2023-02-28,mobile,Ukraine,36-45
3021,2024-07-01,desktop,Ukraine,55+
3022,2024-06-15,desktop,Kazakhstan,46-55
3023,2024-04-23,tablet,Kazakhstan,26-35
3024,2023-01-16,desktop,Belarus,18-25
3025,2023-09-13,tablet,Belarus,36-45
3026,2024-02-09,mobile,Belarus,36-45
3027,2023-10-03,tablet,Belarus,55+
3028,2023-01-13,mobile,Belarus,55+
3029,2023-11-25,desktop,Kazakhstan,46-55
3030,2024-04-18,mobile,Ukraine,18-25
3031,2024-04-22,mobile,Belarus,46-55
3032,2024-07-23,mobile,Ukraine,18-25
3033,2023-03-23,desktop,Belarus,18-25
3034,2024-03-27,mobile,Belarus,36-45
3035,2023-09-23,desktop,Kazakhstan,26-35
3036,2023-06-28,mobile,Russia,26-35
3037,2023-04-28,tablet,Russia,26-35
3038,2024-06-02,desktop,Belarus,18-25
3039,2024-07-20,tablet,Kazakhstan,18-25
3040,2023-09-23,desktop,Russia,36-45
3041,2024-07-07,tablet,Russia,55+
3042,2023-08-29,desktop,Russia,18-25
3043,2024-06-03,desktop,Russia,55+
3044,2023-03-21,mobile,Kazakhstan,36-45
3045,2024-01-16,tablet,Ukraine,18-25
3046,2024-03-12,desktop,Kazakhstan,18-25
3047,2023-12-01,tablet,Belarus,36-45
3048,2024-02-22,tablet,Belarus,46-55
3049,2023-10-29,tablet,Russia,26-35
3050,2024-01-13,mobile,Belarus,26-35
3051,2023-01-27,mobile,Kazakhstan,36-45
3052,2024-06-07,tablet,Belarus,26-35
3053,2024-01-23,tablet,Russia,26-35
3054,2024-01-26,tablet,Russia,18-25
3055,2023-08-18,tablet,Ukraine,55+
3056,2023-05-05,tablet,Russia,55+
3057,2024-04-28,tablet,Ukraine,36-45
3058,2023-10-03,mobile,Belarus,26-35
3059,2023-12-03,mobile,Belarus,26-35
3060,2024-04-11,desktop,Russia,26-35
3061,2024-03-31,tablet,Ukraine,36-45
3062,2023-03-23,desktop,Russia,36-45
3063,2024-05-10,tablet,Kazakhstan,46-55
3064,2024-03-04,mobile,Kazakhstan,55+
3065,2023-09-08,desktop,Kazakhstan,55+
3066,2023-09-24,desktop,Belarus,36-45
3067,2023-05-01,mobile,Ukraine,46-55
3068,2024-06-01,mobile,Ukraine,26-35
3069,2023-07-04,desktop,Russia,26-35
3070,2023-05-04,desktop,Belarus,55+
3071,2024-04-26,tablet,Russia,26-35
3072,2023-02-04,desktop,Russia,26-35
3073,2023-03-16,mobile,Ukraine,46-55
3074,2023-12-29,mobile,Ukraine,55+
3075,2023-09-05,tablet,Belarus,18-25
3076,2023-12-11,desktop,Russia,18-25
3077,2023-03-17,tablet,Belarus,46-55
3078,2024-02-23,tablet,Ukraine,46-55
3079,2023-10-24,desktop,Kazakhstan,26-35
3080,2024-06-05,mobile,Kazakhstan,18-25
3081,2024-01-14,tablet,Ukraine,46-55
3082,2023-11-25,desktop,Kazakhstan,55+
3083,2023-10-14,mobile,Kazakhstan,36-45
3084,2024-05-20,desktop,Russia,55+
3085,2024-06-14,tablet,Ukraine,36-45
3086,2023-11-27,desktop,Belarus,26-35
3087,2023-05-27,mobile,Kazakhstan,46-55
3088,2024-06-15,desktop,Belarus,18-25
3089,2023-12-22,desktop,Kazakhstan,18-25
3090,2023-10-22,desktop,Ukraine,46-55
3091,2023-08-18,mobile,Belarus,36-45
3092,2023-04-19,mobile,Belarus,26-35
3093,2023-04-09,mobile,Kazakhstan,18-25
3094,2023-02-10,tablet,Kazakhstan,18-25
3095,2024-05-15,mobile,Belarus,26-35
3096,2023-10-16,tablet,Ukraine,46-55
3097,2024-06-17,mobile,Ukraine,36-45
3098,2023-04-23,tablet,Russia,46-55
3099,2024-03-18,desktop,Belarus,18-25
3100,2023-05-21,desktop,Russia,36-45
3101,2023-03-22,tablet,Kazakhstan,18-25
3102,2023-12-01,mobile,Belarus,36-45
3103,2024-04-09,tablet,Russia,36-45
3104,2023-02-09,desktop,Russia,55+
3105,2023-11-22,mobile,Russia,18-25
3106,2023-09-09,mobile,Ukraine,26-35
3107,2023-07-20,desktop,Ukraine,26-35
3108,2024-05-11,mobile,Ukraine,36-45
3109,2023-05-15,mobile,Russia,55+
3110,2023-08-08,mobile,Ukraine,18-25
3111,2024-05-17,tablet,Kazakhstan,26-35
3112,2023-02-09,desktop,Belarus,55+
3113,2024-01-25,tablet,Kazakhstan,36-45
3114,2024-05-10,tablet,Kazakhstan,36-45
3115,2023-08-26,desktop,Ukraine,46-55
3116,2024-02-06,tablet,Belarus,55+
3117,2024-05-07,desktop,Russia,26-35
